LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0.051724138,0.068181818,0.083333333,0.022727273,0.068181818,0.068181818,0,0.106870229,0.162125764,0.257116279,0.018393951,0.053030303,0.076853526,0.035,0.018393828,0.054607883,0.081775701,0.073746313,0.158333333,0.405405405,0.118466899,1
0,0.068181818,0,0,0.068181818,0.068181818,0,0.06870229,0.15295763,0.132837209,0.004638158,0.026515152,0.04159132,0.07,0.004637942,0.026634019,0.046728972,0.038348083,0.116666667,0.27027027,0.066202091,0
0.017241379,0.045454545,0.166666667,0.136363636,0.045454545,0.045454545,0,0.061068702,0.120014503,0.173581395,0.006213172,0.026515152,0.04159132,0.055,0.006212925,0.027304573,0.037383178,0.044247788,0.1,0.378378378,0.090592334,0
0.051724138,0.056818182,0,0,0.022727273,0.022727273,0,0.13740458,0.41634725,0.184744186,0.02440768,0.102272727,0.134719711,0.05,0.024407802,0.100807949,0.112149533,0.148967552,0.241666667,0.324324324,0.139372822,0
0.068965517,0,0,0,0,0,0,0.038167939,0.171811872,0.097674419,0.002815148,0.022727273,0.037070524,0.095,0.00281524,0.021994439,0.042056075,0.033923304,0.1,0.189189189,0.059233449,0
0,0,0,0,0,0,0,0.003816794,0,0,0,0,0.000904159,0,0,0,0,0.001474926,0,0.027027027,0.017421603,0
0.017241379,0.181818182,0,0.022727273,0.181818182,0.022727273,0.32,0.110687023,0.412617839,0.21172093,0.031734632,0.113636364,0.149186257,0.045,0.031734631,0.114431191,0.130841121,0.160766962,0.266666667,0.351351351,0.12195122,0
0,0.022727273,0,0.068181818,0.022727273,0.022727273,0,0.026717557,0.098570393,0.065116279,0.000717757,0.007575758,0.016274864,0.145,0.000717665,0.008411607,0.014018692,0.017699115,0.05,0.189189189,0.038327526,0
0.034482759,0.25,0,0.022727273,0.25,0.25,0,0.229007634,0.291463794,0.298418605,0.044580522,0.113636364,0.155515371,0.03,0.044580551,0.11398668,0.128504673,0.172566372,0.2,0.378378378,0.222996516,0
0,0,0,0,0,0,0,0.011450382,0.049259298,0.055813953,0.000263513,0.003787879,0.008137432,0.165,0.000263236,0.00360281,0.007009346,0.008849558,0.025,0.162162162,0.017421603,0
0.034482759,0.068181818,0,0.068181818,0.068181818,0.068181818,0,0.091603053,0.142805345,0.303627907,0.022615488,0.056818182,0.081374322,0.03,0.02261558,0.056826648,0.086448598,0.078171091,0.141666667,0.405405405,0.104529617,0
0.034482759,0.181818182,0,0.045454545,0.181818182,0.159090909,0,0.217557252,0.233554335,0.434046512,0.075588808,0.132575758,0.164556962,0.02,0.075588651,0.132874595,0.163551402,0.16519174,0.275,0.594594595,0.216027875,0
0,0,0,0,0,0,0,0,0.032114369,0.046511628,0.000119364,0.003787879,0.005424955,0.2,0.000119149,0.001958625,0.002336449,0.007374631,0.008333333,0.135135135,0.003484321,1
0.051724138,0.068181818,0.166666667,0,0.068181818,0.068181818,0,0.15648855,0.173365793,0.385116279,0.044148045,0.087121212,0.119349005,0.025,0.04414829,0.087478943,0.107476636,0.126843658,0.166666667,0.486486486,0.163763066,1
0.017241379,0.022727273,0,0,0.022727273,0.022727273,0,0.030534351,0.074847198,0.119069767,0.001822856,0.011363636,0.022603978,0.08,0.001822702,0.011682296,0.018691589,0.025073746,0.041666667,0.216216216,0.041811847,0
0.051724138,0.136363636,0,0,0.136363636,0.113636364,0,0.167938931,0.236092407,0.226418605,0.020797497,0.068181818,0.099457505,0.04,0.020797312,0.070071046,0.130841121,0.079646018,0.191666667,0.27027027,0.167247387,1
0.017241379,0,0,0,0,0,0,0.011450382,0.049725474,0.046511628,0.000184727,0.003787879,0.007233273,0.2,0.000184542,0.003030755,0.007009346,0.007374631,0.025,0.135135135,0.024390244,0
0.034482759,0.045454545,0,0.022727273,0.045454545,0.045454545,0,0.106870229,0.223298456,0.164093023,0.010333601,0.049242424,0.072332731,0.055,0.010333817,0.048036197,0.070093458,0.073746313,0.141666667,0.27027027,0.114982578,0
0,0,0,0,0,0,0,0.019083969,0.120428882,0.055813953,0.000644328,0.007575758,0.018987342,0.165,0.000644513,0.008809393,0.014018692,0.022123894,0.041666667,0.135135135,0.020905923,0
0,0.022727273,0.166666667,0.022727273,0.022727273,0.022727273,0,0.019083969,0.098570393,0.065116279,0.000717757,0.007575758,0.016274864,0.145,0.000717665,0.008411607,0.014018692,0.017699115,0.05,0.189189189,0.031358885,0
0.051724138,0.090909091,0,0.045454545,0.090909091,0.045454545,0,0.103053435,0.177095204,0.203534884,0.012600572,0.045454545,0.069620253,0.045,0.012600418,0.047236836,0.072429907,0.067846608,0.141666667,0.324324324,0.114982578,0
0,0,0,0,0,0,0,0.011450382,0.058168445,0.037209302,0.000138299,0.003787879,0.007233273,0.25,0.000138545,0.002836281,0.007009346,0.007374631,0.025,0.108108108,0.013937282,0
0.017241379,0.022727273,0,0,0.022727273,0.022727273,0,0.053435115,0.089505853,0.154976744,0.003694541,0.018939394,0.032549729,0.06,0.003694726,0.018184527,0.023364486,0.038348083,0.05,0.27027027,0.055749129,0
0,0,0,0,0,0,0,0.003816794,0.09370144,0.018604651,5.57E-05,0.003787879,0.006329114,0.5,5.60E-05,0.002284431,0.009345794,0.004424779,0.033333333,0.054054054,0.010452962,0
0.275862069,0.409090909,0.083333333,0.045454545,0.409090909,0.340909091,0.24,0.354961832,0.440484823,0.353116279,0.09430597,0.204545455,0.243218807,0.025,0.094306121,0.203818246,0.226635514,0.253687316,0.383333333,0.486486486,0.407665505,0
0,0.022727273,0,0,0.022727273,0.022727273,0,0.053435115,0.086346214,0.139534884,0.002886822,0.015151515,0.028933092,0.065,0.00288673,0.015787706,0.023364486,0.032448378,0.05,0.243243243,0.052264808,0
0.034482759,0.113636364,0,0,0.113636364,0.113636364,0.08,0.133587786,0.160571843,0.343255814,0.032492999,0.071969697,0.098553345,0.025,0.032492751,0.07223551,0.095794393,0.100294985,0.166666667,0.486486486,0.139372822,1
0.482758621,0.318181818,0.25,0.25,0.318181818,0.295454545,0.28,0.34351145,0.309230291,0.562232558,0.167854313,0.227272727,0.273960217,0.015,0.167854277,0.227826873,0.275700935,0.272861357,0.341666667,0.567567568,0.463414634,1
0.310344828,0.340909091,0,0.022727273,0.340909091,0.318181818,0.4,0.171755725,0.332798094,0.465674419,0.123931881,0.204545455,0.234177215,0.02,0.123932093,0.203092127,0.259345794,0.218289086,0.425,0.621621622,0.226480836,1
0.034482759,0.022727273,0,0,0.022727273,0.022727273,0,0.034351145,0.055682171,0.130232558,0.001622489,0.011363636,0.018987342,0.07,0.001622643,0.009506467,0.01635514,0.020648968,0.033333333,0.216216216,0.041811847,0
0.017241379,0.022727273,0,0,0.022727273,0.022727273,0,0.034351145,0.058582824,0.133953488,0.00180463,0.011363636,0.019891501,0.07,0.001804414,0.010280572,0.021028037,0.019174041,0.041666667,0.216216216,0.038327526,1
0.051724138,0.204545455,0,0.022727273,0.204545455,0.204545455,0,0.20610687,0.264062986,0.260465116,0.030762383,0.090909091,0.123869801,0.035,0.030762598,0.090127064,0.107476636,0.134218289,0.191666667,0.378378378,0.205574913,0
0.137931034,0.159090909,0,0.022727273,0.159090909,0.090909091,0.28,0.099236641,0.205894541,0.525953488,0.097778592,0.140151515,0.172694394,0.02,0.09777862,0.141887301,0.156542056,0.182890855,0.266666667,0.72972973,0.128919861,1
0.086206897,0.022727273,0,0,0.022727273,0.022727273,0,0.057251908,0.235160054,0.144186047,0.00839563,0.045454545,0.066907776,0.065,0.008395845,0.044433388,0.072429907,0.063421829,0.15,0.243243243,0.090592334,0
0.551724138,0.25,0,1,0.25,0.25,0.28,0.541984733,0.730135709,0.399813953,0.200389183,0.382575758,0.409584087,0.025,0.200389146,0.382503959,0.443925234,0.387905605,0.7,0.513513514,0.763066202,1
0.086206897,0.068181818,0.416666667,0.090909091,0.068181818,0.068181818,0,0.08778626,0.182741117,0.18455814,0.010690679,0.045454545,0.063291139,0.05,0.010690709,0.044198504,0.067757009,0.060471976,0.158333333,0.351351351,0.132404181,0
0.017241379,0.022727273,0,0.022727273,0.022727273,0.022727273,0,0.034351145,0.085776443,0.124093023,0.002266262,0.015151515,0.026220615,0.075,0.002266047,0.013942734,0.023364486,0.028023599,0.05,0.216216216,0.041811847,0
0.017241379,0.022727273,0,0,0.022727273,0.022727273,0,0.038167939,0.063296385,0.150697674,0.002468662,0.011363636,0.023508137,0.06,0.002468877,0.0125006,0.021028037,0.025073746,0.041666667,0.243243243,0.041811847,0
0.034482759,0.022727273,0,0,0.022727273,0.022727273,0,0.053435115,0.102092614,0.119627907,0.002507885,0.015151515,0.028028933,0.08,0.00250767,0.016001121,0.021028037,0.032448378,0.058333333,0.27027027,0.059233449,0
0,0,0,0,0,0,0,0.022900763,0.043665182,0.099162791,0.000738446,0.003787879,0.011754069,0.095,0.000738724,0.005678876,0.009345794,0.013274336,0.025,0.216216216,0.024390244,0
0,0,0,0,0,0,0,0.011450382,0.020718947,0.009302326,3.08E-06,0,0.001808318,1,3.33E-06,0.000252563,0.002336449,0.001474926,0.008333333,0.027027027,0.010452962,0
0,0,0,0,0,0,0,0.011450382,0.075727753,0.046511628,0.000281247,0.003787879,0.00994575,0.2,0.000281524,0.004614324,0.011682243,0.008849558,0.041666667,0.135135135,0.024390244,0
0.017241379,0.045454545,0,0,0.045454545,0.045454545,0,0.080152672,0.11732104,0.198511628,0.007933504,0.03030303,0.049728752,0.045,0.007933658,0.03050707,0.037383178,0.057522124,0.075,0.324324324,0.080139373,0
0,0,0,0,0,0,0,0.022900763,0.079871543,0.054325581,0.000403844,0.003787879,0.011754069,0.17,0.000403998,0.005678876,0.01635514,0.008849558,0.05,0.135135135,0.034843206,0
0.103448276,0.227272727,0,0.022727273,0.227272727,0.227272727,0.4,0.202290076,0.222521496,0.405581395,0.062878785,0.117424242,0.159132007,0.025,0.062878506,0.118282774,0.137850467,0.172566372,0.191666667,0.459459459,0.212543554,0
0.051724138,0.113636364,0.25,0.113636364,0.113636364,0.068181818,0.16,0.15648855,0.221485549,0.328186047,0.040963166,0.09469697,0.125678119,0.03,0.040963411,0.095247777,0.114485981,0.132743363,0.208333333,0.486486486,0.18466899,0
0.189655172,0.318181818,0,0,0.318181818,0.045454545,0.52,0.198473282,0.208432612,0.768372093,0.21133223,0.208333333,0.264918626,0.01,0.211332008,0.20988228,0.275700935,0.258112094,0.25,0.567567568,0.240418118,1
0.017241379,0.045454545,0,0,0.045454545,0.045454545,0,0.091603053,0.169998964,0.170604651,0.008490025,0.037878788,0.057866184,0.055,0.008490056,0.037989246,0.058411215,0.057522124,0.125,0.297297297,0.097560976,0
0.137931034,0.079545455,0,0.068181818,0.136363636,0,0,0.106870229,0.138247177,0.245953488,0.014363453,0.045454545,0.070524412,0.04,0.014363268,0.044557144,0.039719626,0.089970501,0.075,0.378378378,0.139372822,0
0.051724138,0.045454545,0,0,0.045454545,0.045454545,0,0.030534351,0.069615664,0.154976744,0.002873522,0.015151515,0.025316456,0.06,0.002873429,0.014143521,0.023364486,0.026548673,0.05,0.27027027,0.041811847,1
0.051724138,0.022727273,0,0,0.022727273,0.022727273,0,0.045801527,0.083911737,0.124093023,0.002216725,0.015151515,0.024412297,0.075,0.002216725,0.013638396,0.018691589,0.028023599,0.05,0.27027027,0.055749129,0
0.017241379,0.022727273,0,0,0.022727273,0.022727273,0,0.045801527,0.085880037,0.170604651,0.004289763,0.018939394,0.034358047,0.055,0.004289917,0.019194779,0.025700935,0.039823009,0.05,0.27027027,0.048780488,0
0.034482759,0,0,0,0,0,0,0.049618321,0.26810318,0.059348837,0.001619225,0.018939394,0.033453888,0.155,0.001619317,0.020836438,0.039719626,0.029498525,0.133333333,0.162162162,0.076655052,0
0.086206897,0,0,0.090909091,0,0,0,0.038167939,0.14606858,0.062883721,0.00098906,0.011363636,0.022603978,0.15,0.000989213,0.012019468,0.021028037,0.02359882,0.066666667,0.162162162,0.069686411,1
0.034482759,0.159090909,0,0.022727273,0.159090909,0.159090909,0,0.164122137,0.218170517,0.253953488,0.024159714,0.071969697,0.102169982,0.035,0.024159529,0.072596675,0.091121495,0.109144543,0.166666667,0.378378378,0.163763066,0
0.051724138,0.068181818,0,0,0.068181818,0.068181818,0,0.141221374,0.210815291,0.24,0.020851068,0.068181818,0.094936709,0.04,0.020851067,0.066297756,0.10046729,0.091445428,0.166666667,0.324324324,0.146341463,0
0.172413793,0.181818182,0,0.159090909,0.181818182,0.181818182,0.28,0.187022901,0.220967575,0.449116279,0.076546494,0.128787879,0.172694394,0.02,0.076546276,0.130061044,0.16588785,0.17699115,0.208333333,0.459459459,0.233449477,0
0.103448276,0.090909091,0,0.022727273,0.090909091,0.090909091,0.08,0.122137405,0.16279913,0.301023256,0.025349664,0.064393939,0.090415913,0.03,0.02534991,0.064245683,0.095794393,0.087020649,0.158333333,0.405405405,0.163763066,0
0.051724138,0.170454545,0,0,0.181818182,0.181818182,0,0.282442748,0.352532891,0.293209302,0.052027086,0.136363636,0.172694394,0.03,0.052027084,0.13542548,0.151869159,0.185840708,0.275,0.432432432,0.282229965,0
0.051724138,0.090909091,0,0.068181818,0.090909091,0.090909091,0.12,0.072519084,0.101781829,0.273488372,0.013072919,0.037878788,0.056962025,0.035,0.013073134,0.036476394,0.049065421,0.061946903,0.083333333,0.378378378,0.090592334,0
0.103448276,0.090909091,0,0.045454545,0.090909091,0.090909091,0.12,0.129770992,0.174349943,0.233860465,0.016367711,0.053030303,0.079566004,0.04,0.016367741,0.053423364,0.067757009,0.087020649,0.125,0.351351351,0.149825784,0
0.034482759,0,0,0,0,0,0,0.026717557,0.081736248,0.074418605,0.000777301,0.007575758,0.017179024,0.125,0.000777516,0.007970885,0.018691589,0.016224189,0.041666667,0.135135135,0.031358885,0
0.189655172,0.590909091,0,0.045454545,0.590909091,0.386363636,0.56,0.522900763,0.35315446,0.898976744,0.490191408,0.416666667,0.449367089,0.01,0.490191547,0.416070829,0.495327103,0.420353982,0.566666667,0.837837838,0.529616725,1
0.051724138,0.022727273,0,0.022727273,0.022727273,0.022727273,0,0.061068702,0.169014814,0.150139535,0.006537337,0.034090909,0.050632911,0.06,0.006537121,0.033239801,0.051401869,0.050147493,0.125,0.297297297,0.080139373,0
0,0,0,0,0,0,0,0.007633588,0.040142961,0.037209302,9.55E-05,0.003787879,0.005424955,0.25,9.53E-05,0.001958625,0.004672897,0.005899705,0.016666667,0.108108108,0.010452962,0
0.017241379,0.068181818,0,0,0.068181818,0.045454545,0.08,0.053435115,0.091318761,0.14344186,0.003230076,0.018939394,0.03074141,0.065,0.003230322,0.017174276,0.028037383,0.032448378,0.058333333,0.243243243,0.055749129,1
0.017241379,0.068181818,0,0,0.068181818,0.068181818,0.08,0.045801527,0.068061742,0.309395349,0.011184485,0.026515152,0.044303797,0.03,0.011184485,0.027593758,0.044392523,0.044247788,0.066666667,0.378378378,0.048780488,0
0.034482759,0,0,0,0,0,0,0.049618321,0.183155496,0.102325581,0.003293314,0.022727273,0.040687161,0.09,0.003293499,0.024560477,0.025700935,0.050147493,0.083333333,0.27027027,0.055749129,0
0.034482759,0.045454545,0,0,0.045454545,0.045454545,0.08,0.057251908,0.126333782,0.172465116,0.006457104,0.03030303,0.045207957,0.055,0.006457319,0.028562336,0.039719626,0.048672566,0.091666667,0.324324324,0.06271777,0
0.017241379,0,0,0,0,0,0,0.030534351,0.13524293,0.094139535,0.002054565,0.015151515,0.029837251,0.1,0.00205435,0.01666915,0.030373832,0.029498525,0.075,0.189189189,0.038327526,0
0,0,0,0,0,0,0,0.007633588,0.030042474,0.037209302,7.15E-05,0,0.004520796,0.25,7.15E-05,0.001466128,0.002336449,0.005899705,0.008333333,0.108108108,0.010452962,1
0.189655172,0.363636364,0,0.795454545,0.363636364,0.340909091,0.44,0.435114504,0.29270693,0.662325581,0.220437211,0.253787879,0.30198915,0.015,0.220437205,0.25401133,0.303738318,0.300884956,0.35,0.621621622,0.56097561,1
0.051724138,0.022727273,0,0,0.022727273,0.022727273,0,0.045801527,0.074847198,0.119069767,0.001822856,0.011363636,0.022603978,0.08,0.001822702,0.011682296,0.018691589,0.025073746,0.041666667,0.216216216,0.055749129,1
0.155172414,0.136363636,0,0.068181818,0.136363636,0.113636364,0.24,0.183206107,0.228426396,0.361674419,0.051313731,0.109848485,0.142857143,0.025,0.051313853,0.108267393,0.126168224,0.15339233,0.208333333,0.486486486,0.212543554,0
0.051724138,0.045454545,0,0,0.045454545,0.045454545,0,0.080152672,0.141872993,0.171162791,0.0071381,0.03030303,0.047920434,0.055,0.007137854,0.031824186,0.053738318,0.044247788,0.125,0.324324324,0.087108014,0
0.017241379,0.045454545,0,0.022727273,0.045454545,0.045454545,0.08,0.045801527,0.080130529,0.139534884,0.002678542,0.015151515,0.026220615,0.065,0.002678358,0.014648647,0.021028037,0.029498525,0.05,0.27027027,0.055749129,0
0.017241379,0.227272727,0,0,0.227272727,0.204545455,0.4,0.095419847,0.235419041,0.249860465,0.025235011,0.075757576,0.109403255,0.035,0.025235194,0.077078403,0.109813084,0.109144543,0.175,0.324324324,0.094076655,0
0.224137931,0.477272727,0,0.022727273,0.477272727,0.363636364,0.6,0.416030534,0.423339894,0.474976744,0.164028215,0.265151515,0.311030741,0.02,0.16402821,0.263515271,0.301401869,0.317109145,0.4,0.513513514,0.445993031,0
0.017241379,0.090909091,0,0,0.090909091,0,0.16,0.038167939,0.042732829,0.338604651,0.008411639,0.018939394,0.032549729,0.025,0.008411916,0.01895737,0.03271028,0.032448378,0.041666667,0.351351351,0.041811847,0
0.017241379,0,0,0,0,0,0,0.030534351,0.145032632,0.055813953,0.000775854,0.011363636,0.018987342,0.165,0.000775854,0.010607641,0.023364486,0.016224189,0.083333333,0.162162162,0.048780488,0
0.275862069,0.568181818,0.583333333,0.204545455,0.568181818,0.409090909,0.6,0.652671756,0.333937636,0.917581395,0.482826063,0.401515152,0.443942134,0.01,0.482825925,0.401523207,0.453271028,0.438053097,0.491666667,0.810810811,0.710801394,1
0.051724138,0.090909091,0,0,0.090909091,0.068181818,0.08,0.072519084,0.104837874,0.294511628,0.015624031,0.041666667,0.056962025,0.03,0.01562403,0.040474465,0.058411215,0.056047198,0.125,0.513513514,0.080139373,1
0.051724138,0.068181818,0,0,0.068181818,0.068181818,0,0.145038168,0.220346006,0.212093023,0.017022599,0.060606061,0.087703436,0.045,0.017022783,0.061246499,0.088785047,0.087020649,0.166666667,0.324324324,0.156794425,0
0,0.022727273,0,0,0.022727273,0.022727273,0,0,0.018750647,0.093023256,0.000278538,0.003787879,0.006329114,0.1,0.000278753,0.002284431,0.004672897,0.007374631,0.008333333,0.135135135,0.003484321,0
0.051724138,0.136363636,0,0.022727273,0.136363636,0.113636364,0.2,0.148854962,0.215321662,0.277395349,0.02846327,0.079545455,0.107594937,0.035,0.0284633,0.078284391,0.114485981,0.103244838,0.191666667,0.378378378,0.163763066,0
0.051724138,0.204545455,0,0.022727273,0.204545455,0.204545455,0.2,0.175572519,0.280327359,0.32855814,0.05194208,0.121212121,0.157323689,0.03,0.051942294,0.120672019,0.14953271,0.162241888,0.241666667,0.432432432,0.177700348,0
0.034482759,0.045454545,0,0.045454545,0.045454545,0.045454545,0,0.053435115,0.100227908,0.198511628,0.006779545,0.026515152,0.042495479,0.045,0.006779298,0.026069541,0.037383178,0.045722714,0.075,0.324324324,0.073170732,1
0.017241379,0,0,0,0,0,0,0.030534351,0.085465658,0.111627907,0.001828644,0.011363636,0.023508137,0.085,0.001828798,0.0125006,0.021028037,0.025073746,0.05,0.216216216,0.034843206,1
0.051724138,0.045454545,0.083333333,0.045454545,0.045454545,0.045454545,0,0.110687023,0.232725578,0.186976744,0.013960102,0.056818182,0.079566004,0.05,0.013959824,0.057000917,0.079439252,0.079646018,0.183333333,0.351351351,0.135888502,1
0,0.068181818,0,0,0.068181818,0.068181818,0,0.080152672,0.222417901,0.161488372,0.009970797,0.045454545,0.068716094,0.06,0.009970828,0.047092875,0.070093458,0.067846608,0.158333333,0.297297297,0.083623693,1
0,0,0,0,0,0,0,0.034351145,0.138765151,0.097674419,0.002273374,0.018939394,0.032549729,0.095,0.002273251,0.017761485,0.028037383,0.03539823,0.066666667,0.189189189,0.038327526,1
0.172413793,0.386363636,0,0.090909091,0.386363636,0.386363636,0,0.43129771,0.455350668,0.459162791,0.164873034,0.272727273,0.328209765,0.02,0.164872782,0.273999156,0.338785047,0.321533923,0.391666667,0.432432432,0.452961672,0
0,0.045454545,0,0,0.045454545,0.045454545,0,0.080152672,0.170102559,0.131534884,0.005055149,0.03030303,0.045207957,0.07,0.005055241,0.029321288,0.042056075,0.04719764,0.116666667,0.297297297,0.080139373,0
0,0,0,0,0,0,0,0,0.02460375,0.018604651,1.46E-05,0,0.002712477,0.5,1.44E-05,0.000599837,0.002336449,0.002949853,0.008333333,0.054054054,0.010452962,0
0.086206897,0.022727273,0,0.090909091,0.022727273,0.022727273,0,0.103053435,0.177664975,0.241860465,0.017845897,0.056818182,0.081374322,0.04,0.017845743,0.056306369,0.08411215,0.079646018,0.15,0.351351351,0.128919861,1
0.017241379,0,0,0,0,0,0,0.011450382,0.049725474,0.046511628,0.000184727,0.003787879,0.007233273,0.2,0.000184542,0.003030755,0.007009346,0.007374631,0.025,0.135135135,0.027874564,0
0.034482759,0.068181818,0,0,0.068181818,0.068181818,0,0.095419847,0.230239304,0.176186047,0.012282595,0.053030303,0.076853526,0.055,0.012282872,0.053178378,0.070093458,0.081120944,0.158333333,0.324324324,0.108013937,0
0.017241379,0.079545455,0,0,0.090909091,0.090909091,0,0.175572519,0.287164612,0.182697674,0.016454902,0.068181818,0.096745027,0.05,0.016454748,0.068742565,0.08411215,0.104719764,0.183333333,0.324324324,0.177700348,1
0.034482759,0,0,0.045454545,0,0,0,0.019083969,0.079819745,0.075906977,0.000790847,0.007575758,0.015370705,0.12,0.000790817,0.007944365,0.01635514,0.014749263,0.05,0.189189189,0.038327526,0
0.034482759,0.045454545,0,0.022727273,0.045454545,0.045454545,0.08,0.06870229,0.148917435,0.18027907,0.008314504,0.034090909,0.054249548,0.05,0.00831438,0.035185798,0.049065421,0.057522124,0.108333333,0.324324324,0.076655052,0
0.034482759,0.136363636,0,0,0.136363636,0.113636364,0,0.164122137,0.225732933,0.224186047,0.019469802,0.068181818,0.094936709,0.04,0.019470048,0.066297756,0.123831776,0.076696165,0.183333333,0.27027027,0.160278746,1
0.051724138,0.159090909,0,0,0.159090909,0.090909091,0.2,0.083969466,0.178441935,0.375069767,0.043110279,0.087121212,0.115732369,0.025,0.043110309,0.087710038,0.130841121,0.10619469,0.208333333,0.486486486,0.090592334,1
0,0,0,0,0,0,0,0.015267176,0.112244898,0.033488372,0.000216131,0.003787879,0.011754069,0.28,0.000216131,0.004924976,0.014018692,0.010324484,0.041666667,0.081081081,0.017421603,0
0.120689655,0.272727273,0,0.022727273,0.272727273,0.136363636,0.36,0.22519084,0.315653165,0.398883721,0.0862132,0.166666667,0.201627486,0.025,0.086213413,0.164965235,0.205607477,0.199115044,0.325,0.513513514,0.261324042,0
0.051724138,0,0,0,0,0,0,0.030534351,0.107531337,0.061953488,0.00071006,0.007575758,0.018083183,0.15,0.000709906,0.008737413,0.018691589,0.017699115,0.05,0.135135135,0.041811847,0
0.051724138,0.022727273,0,0.113636364,0.022727273,0,0,0.030534351,0.048119756,0.184186047,0.002804157,0.011363636,0.02079566,0.05,0.002804157,0.011617893,0.021028037,0.020648968,0.041666667,0.297297297,0.06271777,0
0.120689655,0.068181818,0,0.068181818,0.068181818,0.045454545,0.08,0.141221374,0.28680203,0.30027907,0.044459834,0.113636364,0.137432188,0.03,0.04445974,0.112915813,0.158878505,0.123893805,0.333333333,0.513513514,0.18815331,1
0.327586207,0.409090909,0,0.25,0.409090909,0.295454545,0.44,0.442748092,0.352481094,0.697488372,0.294504484,0.321969697,0.358047016,0.015,0.294504629,0.322195731,0.369158879,0.351032448,0.491666667,0.756756757,0.512195122,0
0.068965517,0.045454545,0,0,0.045454545,0,0,0.034351145,0.059152595,0.173581395,0.00306336,0.015151515,0.025316456,0.055,0.003063514,0.013462864,0.03271028,0.020648968,0.05,0.216216216,0.048780488,0
0,0,0,0,0,0,0,0.106870229,0.014347871,0.725581395,0.01296784,0.015151515,0.048824593,0.015,0.01296784,0.013638396,0.060747664,0.041297935,0.008333333,0.081081081,0.101045296,1
0.017241379,0.045454545,0,0,0.045454545,0.045454545,0,0.034351145,0.103232156,0.046511628,0.000383524,0.007575758,0.013562387,0.2,0.000383493,0.006292604,0.011682243,0.014749263,0.041666667,0.135135135,0.038327526,1
0.086206897,0.090909091,0,0,0.090909091,0.068181818,0,0.076335878,0.099191961,0.396837209,0.026829636,0.053030303,0.084086799,0.025,0.026829574,0.051584706,0.074766355,0.089970501,0.075,0.324324324,0.090592334,1
0,0,0,0,0,0,0,0.007633588,0.041437895,0.018604651,2.46E-05,0,0.003616637,0.5,2.44E-05,0.001010252,0.004672897,0.002949853,0.016666667,0.054054054,0.013937282,0
0.051724138,0.340909091,0,0.045454545,0.340909091,0.340909091,0.48,0.286259542,0.348544494,0.306046512,0.056068483,0.140151515,0.184448463,0.03,0.056068727,0.139788504,0.198598131,0.175516224,0.258333333,0.324324324,0.282229965,1
0,0.022727273,0,0,0.022727273,0.022727273,0,0.049618321,0.11043199,0.093023256,0.001641084,0.015151515,0.025316456,0.1,0.00164093,0.013462864,0.023364486,0.026548673,0.058333333,0.189189189,0.048780488,0
0,0.045454545,0,0,0.045454545,0.045454545,0,0.057251908,0.112866466,0.161302326,0.00503957,0.022727273,0.038878843,0.06,0.005039724,0.023850776,0.030373832,0.044247788,0.075,0.324324324,0.055749129,0
0,0.079545455,0,0,0.090909091,0.090909091,0,0.179389313,0.311043199,0.179534884,0.017224229,0.071969697,0.102169982,0.05,0.017223951,0.073193986,0.086448598,0.112094395,0.191666667,0.324324324,0.181184669,1
0.206896552,0.204545455,0,0.090909091,0.204545455,0.204545455,0.08,0.290076336,0.523049829,0.274790698,0.067817155,0.189393939,0.221518987,0.035,0.067817368,0.188339929,0.224299065,0.219764012,0.433333333,0.432432432,0.320557491,0
0.103448276,0.045454545,0,0,0.045454545,0.045454545,0,0.064885496,0.13425878,0.17544186,0.007095244,0.03030303,0.047016275,0.055,0.007095182,0.03086571,0.051401869,0.044247788,0.116666667,0.324324324,0.087108014,0
0.068965517,0.022727273,0,0.022727273,0.022727273,0.022727273,0,0.080152672,0.354086812,0.144,0.012608238,0.068181818,0.09403255,0.065,0.012608176,0.06681551,0.10046729,0.089970501,0.208333333,0.243243243,0.104529617,0
0.051724138,0.090909091,0,0,0.090909091,0.068181818,0.08,0.072519084,0.150833938,0.462697674,0.055458052,0.090909091,0.116636528,0.02,0.05545802,0.091465648,0.102803738,0.125368732,0.191666667,0.702702703,0.080139373,1
0.034482759,0.090909091,0,0,0.090909091,0.090909091,0.12,0.083969466,0.098777582,0.324651163,0.017886537,0.041666667,0.063291139,0.03,0.017886752,0.042031515,0.056074766,0.067846608,0.091666667,0.432432432,0.087108014,0
0.172413793,0.25,0.083333333,0.136363636,0.25,0.204545455,0.28,0.202290076,0.280845333,0.43572093,0.091584201,0.159090909,0.194394213,0.02,0.091583983,0.160374904,0.203271028,0.18879056,0.325,0.567567568,0.24738676,1
